Client ID,Город,Просчет стоимости модели,Приход к диллеру,Продажа
GA1.2.1753580127.1579273175,Krasnodar,,0,
GA1.2.1765113820.1579978550,Krasnodar,-,-,-
GA1.2.1769673245.1575197066,Krasnodar,-,-,-
GA1.2.1800103252.1578248749,Krasnodar,,0,
GA1.2.1834216837.1578728269,Krasnodar,-,-,-
GA1.2.1878891773.1578518902,Krasnodar,1,1,1
GA1.2.1921701604.1578766295,Krasnodar,1,1,1
GA1.2.194611730.1581527753,Krasnodar,-,-,-
GA1.2.1989672717.1576446844,Krasnodar,,0,
GA1.2.273376498.1581360896,Krasnodar,-,-,-
GA1.2.299259746.1581065843,Krasnodar,-,-,-
GA1.2.398197137.1578342745,Krasnodar,1,1,0
GA1.2.446594176.1562069472,Krasnodar,0,1,
GA1.2.47170967.1578300871,Krasnodar,0,1,
GA1.2.497417974.1581781090,Krasnodar,,0,
GA1.2.554734343.1578233799,Krasnodar,-,-,-
GA1.2.632525533.1579953166,Krasnodar,,0,
GA1.2.647784463.1578815463,Krasnodar,-,-,-
GA1.2.694266270.1578585495,Krasnodar,0,1,
GA1.2.831195746.1580249085,Krasnodar,-,-,-
GA1.2.86850702.1579590047,Krasnodar,0,1,
GA1.2.879156930.1581449445,Krasnodar,-,-,-
GA1.2.917375006.1578999339,Krasnodar,1,1,0
GA1.2.922867787.1578481773,Krasnodar,1,1,0
GA1.2.96828633.1557891891,Krasnodar,-,-,-
GA1.2.1109847730.1578501863,Krasnodar,,0,
GA1.2.1350724055.1578743573,Krasnodar,-,-,-
GA1.2.1363964463.1580918306,Krasnodar,,0,
GA1.2.1392157822.1581500855,Krasnodar,-,-,-
GA1.2.1404335090.1578070800,Krasnodar,0,1,
GA1.2.1404335090.1578070800,Krasnodar,-,-,-
GA1.2.144884693.1578365216,Krasnodar,-,-,-
GA1.2.1476075795.1578509598,Krasnodar,-,-,-
GA1.2.1541555207.1576860376,Krasnodar,1,1,0
GA1.2.161367708.1581840955,Krasnodar,-,-,-
GA1.2.1616004086.1579025191,Krasnodar,0,1,
GA1.2.1658323873.1580156374,Krasnodar,-,-,-
GA1.2.1765430252.1578241962,Krasnodar,-,-,-
GA1.2.1913788970.1581154767,Krasnodar,-,-,-
GA1.2.1927908003.1574394915,Krasnodar,-,-,-
GA1.2.193875843.1581275225,Krasnodar,1,1,1
GA1.2.1984383845.1576831742,Krasnodar,,0,
GA1.2.2063704139.1579086083,Krasnodar,,0,
GA1.2.255790133.1580543025,Krasnodar,,0,
GA1.2.287478066.1578053302,Krasnodar,,0,
GA1.2.334323191.1573799158,Krasnodar,-,-,-
GA1.2.369956609.1579891942,Krasnodar,-,-,-
GA1.2.401154600.1577480685,Krasnodar,-,-,-
GA1.2.404613620.1579253980,Krasnodar,1,1,1
GA1.2.44205434.1580580409,Krasnodar,,0,
GA1.2.446361355.1580867032,Krasnodar,-,-,-
GA1.2.478385618.1580241457,Krasnodar,,0,
GA1.2.525673994.1573826232,Krasnodar,,0,
GA1.2.619671822.1577026218,Krasnodar,-,-,-
GA1.2.680488640.1574708029,Krasnodar,1,1,1
GA1.2.748251449.1578847949,Krasnodar,-,-,-
GA1.2.781950704.1570472098,Krasnodar,-,-,-
GA1.2.937435480.1579880843,Krasnodar,,0,
GA1.2.977736969.1579096157,Krasnodar,-,-,-
GA1.2.990560258.1579600072,Krasnodar,1,1,0
GA1.2.1186496555.1580184823,Krasnodar,-,-,-
GA1.2.491512194.1578495833,Krasnodar,-,-,-
GA1.2.582896947.1578939888,Krasnodar,,0,
GA1.2.801921438.1573710171,Krasnodar,0,1,
GA1.2.14198255.1580137859,Krasnodar,-,-,-
GA1.2.1027417786.1579894233,Krasnodar,,0,
GA1.2.1093534376.1581007291,Krasnodar,0,1,
GA1.2.1175803049.1579351927,Krasnodar,,0,
GA1.2.1241870741.1581368017,Krasnodar,0,1,
GA1.2.1246865384.1578480619,Krasnodar,-,-,-
GA1.2.1404561930.1568927731,Krasnodar,-,-,-
GA1.2.1419118799.1579024400,Krasnodar,-,-,-
GA1.2.1422066094.1578515516,Krasnodar,-,-,-
GA1.2.1450389445.1581760028,Krasnodar,-,-,-
GA1.2.1543665236.1580812723,Krasnodar,-,-,-
GA1.2.1556587445.1560629537,Krasnodar,,0,
GA1.2.1577096796.1580222857,Krasnodar,1,1,0
GA1.2.1631717462.1581790128,Krasnodar,1,1,1
GA1.2.1692235901.1581164064,Krasnodar,,0,
GA1.2.1692957098.1569154046,Krasnodar,-,-,-
GA1.2.1725940533.1563095792,Krasnodar,-,-,-
GA1.2.1743128251.1578665995,Krasnodar,-,-,-
GA1.2.1769185642.1571031115,Krasnodar,-,-,-
GA1.2.1904079412.1581333393,Krasnodar,,0,
GA1.2.1905072161.1576420943,Krasnodar,,0,
GA1.2.1924261667.1574410029,Krasnodar,-,-,-
GA1.2.1943726565.1581491325,Krasnodar,-,-,-
GA1.2.1964251817.1579239707,Krasnodar,1,1,1
GA1.2.2009471120.1563700166,Krasnodar,-,-,-
GA1.2.236470356.1580731503,Krasnodar,-,-,-
GA1.2.26657420.1581146695,Krasnodar,-,-,-
GA1.2.287157610.1580415649,Krasnodar,-,-,-
GA1.2.315016683.1578915930,Krasnodar,0,1,
GA1.2.330607574.1581840441,Krasnodar,,0,
GA1.2.397379436.1580827707,Krasnodar,,0,
GA1.2.400257001.1579286620,Krasnodar,,0,
GA1.2.544007993.1579588025,Krasnodar,0,1,
GA1.2.573679369.1581878675,Krasnodar,0,1,
GA1.2.602851111.1580195493,Krasnodar,1,1,0
GA1.2.628710181.1578599816,Krasnodar,-,-,-
GA1.2.695773120.1580839592,Krasnodar,-,-,-
GA1.2.750780092.1580385129,Krasnodar,,0,
GA1.2.808470965.1574595422,Krasnodar,-,-,-
GA1.2.858502751.1578950650,Krasnodar,,0,
GA1.2.931344660.1581265701,Krasnodar,-,-,-
GA1.2.988707714.1581199905,Krasnodar,-,-,-
GA1.2.1004147837.1580250114,Krasnodar,,0,
GA1.2.1029804865.1564433240,Krasnodar,1,1,1
GA1.2.1069221576.1576008324,Krasnodar,-,-,-
GA1.2.1071266951.1576142175,Krasnodar,-,-,-
GA1.2.1110524073.1578542723,Krasnodar,1,1,0
GA1.2.1403828403.1578117172,Krasnodar,,0,
GA1.2.1427184621.1581791268,Krasnodar,-,-,-
GA1.2.1502944752.1578664318,Krasnodar,,0,
GA1.2.15144018.1579623519,Krasnodar,-,-,-
GA1.2.1532752470.1558953223,Krasnodar,1,1,1
GA1.2.1722625032.1580071574,Krasnodar,-,-,-
GA1.2.1747649194.1570177664,Krasnodar,,0,
GA1.2.1767224772.1578427563,Krasnodar,-,-,-
GA1.2.1771171905.1580815273,Krasnodar,1,1,1
GA1.2.1824729215.1574707089,Krasnodar,-,-,-
GA1.2.1849186471.1569684395,Krasnodar,0,1,
GA1.2.1851272766.1580676079,Krasnodar,-,-,-
GA1.2.1904081681.1578397440,Krasnodar,1,1,0
GA1.2.1948682816.1580940365,Krasnodar,-,-,-
GA1.2.1967409567.1581703737,Krasnodar,-,-,-
GA1.2.1995796179.1578082552,Krasnodar,,0,
GA1.2.2081013374.1579977161,Krasnodar,-,-,-
GA1.2.2120721275.1581701610,Krasnodar,0,1,
GA1.2.2129102958.1579780566,Krasnodar,-,-,-
GA1.2.212943561.1574338650,Krasnodar,-,-,-
GA1.2.249720261.1528921808,Krasnodar,-,-,-
GA1.2.322953414.1546418728,Krasnodar,0,1,
GA1.2.326890626.1581291251,Krasnodar,-,-,-
GA1.2.361837114.1580848317,Krasnodar,1,1,1
GA1.2.383777940.1578516069,Krasnodar,1,1,1
GA1.2.422556061.1500553696,Krasnodar,1,1,0
GA1.2.432798900.1580568461,Krasnodar,-,-,-
GA1.2.445249326.1578383327,Krasnodar,-,-,-
GA1.2.445485913.1579959912,Krasnodar,1,1,1
GA1.2.476632418.1578508102,Krasnodar,0,1,
GA1.2.483322523.1578836827,Krasnodar,0,1,
GA1.2.516351000.1577562001,Krasnodar,-,-,-
GA1.2.531040797.1580294077,Krasnodar,,0,
GA1.2.551237324.1580416964,Krasnodar,-,-,-
GA1.2.612711624.1579883010,Krasnodar,,0,
GA1.2.614024175.1580062951,Krasnodar,,0,
GA1.2.627303467.1580391056,Krasnodar,-,-,-
GA1.2.680927612.1578895681,Krasnodar,-,-,-
GA1.2.75204682.1579583907,Krasnodar,-,-,-
GA1.2.779163341.1579671773,Krasnodar,-,-,-
GA1.2.803308635.1578301493,Krasnodar,0,1,
GA1.2.824356732.1578599402,Krasnodar,0,1,
GA1.2.826991231.1579284677,Krasnodar,,0,
GA1.2.857244898.1579412467,Krasnodar,-,-,-
GA1.2.863503390.1581255707,Krasnodar,-,-,-
GA1.2.915599135.1581851649,Krasnodar,-,-,-
GA1.2.924285141.1581363173,Krasnodar,0,1,
GA1.2.962913988.1580568544,Krasnodar,-,-,-
GA1.2.966398229.1568776201,Krasnodar,1,1,1
GA1.2.9811137.1578771840,Krasnodar,1,1,0
GA1.2.1069360547.1579454431,Krasnodar,0,1,
GA1.2.1574520199.1581164057,Krasnodar,-,-,-
GA1.2.1586484141.1580200761,Krasnodar,-,-,-
GA1.2.1835883669.1580897164,Krasnodar,,0,
GA1.2.1882782382.1581199032,Krasnodar,-,-,-
GA1.2.1888173356.1581628219,Krasnodar,,0,
GA1.2.1981844754.1581319790,Krasnodar,1,1,0
GA1.2.2076715504.1578844337,Krasnodar,-,-,-
GA1.2.2134847462.1572103726,Krasnodar,-,-,-
GA1.2.352437143.1581668239,Krasnodar,-,-,-
GA1.2.481144594.1571250120,Krasnodar,-,-,-
GA1.2.99922792.1581057099,Krasnodar,,0,
GA1.2.99922792.1581057099,Krasnodar,-,-,-
GA1.2.1125325501.1580479407,Krasnodar,0,1,
GA1.2.1214861052.1578671644,Krasnodar,-,-,-
GA1.2.1292552239.1579016829,Krasnodar,-,-,-
GA1.2.1575854758.1572378168,Krasnodar,-,-,-
GA1.2.163727414.1579900988,Krasnodar,0,1,
GA1.2.167129480.1569037126,Krasnodar,1,1,0
GA1.2.1699579653.1580381936,Krasnodar,,0,
GA1.2.1800021525.1577974759,Krasnodar,,0,
GA1.2.1809631919.1575050578,Krasnodar,-,-,-
GA1.2.1849722623.1581236547,Krasnodar,1,1,1
GA1.2.1868099780.1578398154,Krasnodar,1,1,0
GA1.2.1881886666.1579119338,Krasnodar,-,-,-
GA1.2.1905215932.1580151012,Krasnodar,,0,
GA1.2.1943381330.1581140281,Krasnodar,1,1,0
GA1.2.1999643996.1580151866,Krasnodar,0,1,
GA1.2.2022835473.1578566279,Krasnodar,0,1,
GA1.2.2108035006.1578064846,Krasnodar,,0,
GA1.2.212864563.1578224797,Krasnodar,1,1,1
GA1.2.335314074.1579201143,Krasnodar,,0,
GA1.2.401154600.1577480685,Krasnodar,-,-,-
GA1.2.401154600.1577480685,Krasnodar,-,-,-
GA1.2.420696997.1579033915,Krasnodar,-,-,-
GA1.2.420717773.1579551567,Krasnodar,-,-,-
GA1.2.456022027.1578763170,Krasnodar,-,-,-
GA1.2.465816987.1579584016,Krasnodar,0,1,
GA1.2.530497362.1578761913,Krasnodar,,0,
GA1.2.540626240.1578531008,Krasnodar,-,-,-
GA1.2.780320564.1578334866,Krasnodar,-,-,-
GA1.2.824514764.1574538051,Krasnodar,,0,
GA1.2.84919058.1568042129,Krasnodar,-,-,-
GA1.2.1077983036.1580914308,Krasnodar,-,-,-
GA1.2.1101108889.1579366688,Krasnodar,-,-,-
GA1.2.1101228960.1580573064,Krasnodar,-,-,-
GA1.2.111125709.1579949752,Krasnodar,1,1,0
GA1.2.1146603227.1579460808,Krasnodar,,0,
GA1.2.1207657739.1580668940,Krasnodar,,0,
GA1.2.1222448872.1581012806,Krasnodar,-,-,-
GA1.2.1277937467.1571668765,Krasnodar,-,-,-
GA1.2.1324920728.1574594045,Krasnodar,0,1,
GA1.2.1350724055.1578743573,Krasnodar,,0,
GA1.2.1458542617.1577579315,Krasnodar,-,-,-
GA1.2.1567824875.1577986295,Krasnodar,-,-,-
GA1.2.1748284426.1576086519,Krasnodar,,0,
GA1.2.1930858455.1577007529,Krasnodar,-,-,-
GA1.2.1930858455.1577007529,Krasnodar,,0,
GA1.2.1939030474.1579272197,Krasnodar,,0,
GA1.2.1949992464.1579856525,Krasnodar,,0,
GA1.2.1959424135.1580409761,Krasnodar,-,-,-
GA1.2.2065986882.1579550018,Krasnodar,,0,
GA1.2.2080034993.1572445664,Krasnodar,,0,
GA1.2.2087997960.1580993564,Krasnodar,,0,
GA1.2.2110264927.1580543452,Krasnodar,1,1,1
GA1.2.305788418.1581773169,Krasnodar,-,-,-
GA1.2.344778633.1579435792,Krasnodar,-,-,-
GA1.2.438778133.1578137234,Krasnodar,0,1,
GA1.2.498335636.1579461112,Krasnodar,-,-,-
GA1.2.582896947.1578939888,Krasnodar,-,-,-
GA1.2.619671822.1577026218,Krasnodar,-,-,-
GA1.2.627472749.1580238072,Krasnodar,-,-,-
GA1.2.680525031.1576748037,Krasnodar,1,1,0
GA1.2.768601932.1581804242,Krasnodar,1,1,0
GA1.2.806439051.1580133259,Krasnodar,-,-,-
GA1.2.839416899.1578659477,Krasnodar,-,-,-
GA1.2.875541163.1579465595,Krasnodar,1,1,0
GA1.2.945237313.1569749187,Krasnodar,0,1,
GA1.2.987665526.1580901790,Krasnodar,,0,
GA1.2.1005451904.1525481787,Krasnodar,-,-,-
GA1.2.1007757566.1573920476,Krasnodar,-,-,-
GA1.2.1017009559.1575507808,Krasnodar,-,-,-
GA1.2.1029804865.1564433240,Krasnodar,,0,
GA1.2.1032141748.1578740683,Krasnodar,0,1,
GA1.2.1035568739.1580671857,Krasnodar,1,1,1
GA1.2.1035568739.1580671857,Krasnodar,-,-,-
GA1.2.1047437891.1564135480,Krasnodar,-,-,-
GA1.2.1047968158.1579008551,Krasnodar,0,1,
GA1.2.1068180476.1578859979,Krasnodar,,0,
GA1.2.1069221576.1576008324,Krasnodar,,0,
GA1.2.1069221576.1576008324,Krasnodar,1,1,0
GA1.2.1087960534.1579717658,Krasnodar,-,-,-
GA1.2.1090781932.1581665643,Krasnodar,-,-,-
GA1.2.1092770365.1580712835,Krasnodar,1,1,0
GA1.2.1109278922.1581477358,Krasnodar,-,-,-
GA1.2.1109278922.1581477358,Krasnodar,-,-,-
GA1.2.1131100153.1575780822,Krasnodar,0,1,
GA1.2.1136194693.1578588281,Krasnodar,0,1,
GA1.2.1148527621.1578393693,Krasnodar,-,-,-
GA1.2.1156698434.1575534924,Krasnodar,,0,
GA1.2.1160255512.1577136481,Krasnodar,-,-,-
GA1.2.1162147444.1581439056,Krasnodar,,0,
GA1.2.1169020726.1577728954,Krasnodar,,0,
GA1.2.1171285083.1564323267,Krasnodar,-,-,-
GA1.2.1184107586.1578866440,Krasnodar,-,-,-
GA1.2.1209613569.1579887623,Krasnodar,-,-,-
GA1.2.1243585463.1580846988,Krasnodar,1,1,1
GA1.2.1273285592.1580545534,Krasnodar,,0,
GA1.2.1278731623.1531578677,Krasnodar,1,1,0
GA1.2.1285134377.1581050693,Krasnodar,-,-,-
GA1.2.1300611074.1580497219,Krasnodar,,0,
GA1.2.1324602695.1578170596,Krasnodar,-,-,-
GA1.2.1334740135.1579466624,Krasnodar,,0,
GA1.2.1363917697.1574363243,Krasnodar,0,1,
GA1.2.1379983906.1581512379,Krasnodar,1,1,0
GA1.2.1380586720.1580548101,Krasnodar,-,-,-
GA1.2.1428899078.1580149851,Krasnodar,0,1,
GA1.2.1432311431.1578946046,Krasnodar,-,-,-
GA1.2.1438986949.1579709586,Krasnodar,-,-,-
GA1.2.1462061974.1579538956,Krasnodar,-,-,-
GA1.2.1488392975.1580580658,Krasnodar,-,-,-
GA1.2.1502944752.1578664318,Krasnodar,,0,
GA1.2.1539528592.1579463204,Krasnodar,-,-,-
GA1.2.1548564498.1581162319,Krasnodar,1,1,0
GA1.2.15688778.1579107171,Krasnodar,-,-,-
GA1.2.157568884.1575908502,Krasnodar,-,-,-
GA1.2.1576188025.1580448676,Krasnodar,1,1,1
GA1.2.1610999792.1578306989,Krasnodar,-,-,-
GA1.2.1649547317.1579971098,Krasnodar,,0,
GA1.2.1657652351.1578303134,Krasnodar,-,-,-
GA1.2.1659002275.1527652665,Krasnodar,0,1,
GA1.2.1660150594.1579875317,Krasnodar,-,-,-
GA1.2.171850268.1579974294,Krasnodar,-,-,-
GA1.2.1722625032.1580071574,Krasnodar,-,-,-
GA1.2.173803873.1581789993,Krasnodar,0,1,
GA1.2.1769208678.1580409227,Krasnodar,-,-,-
GA1.2.1782724599.1578660890,Krasnodar,-,-,-
GA1.2.1790775515.1579767433,Krasnodar,,0,
GA1.2.1794858581.1574538081,Krasnodar,1,1,1
GA1.2.1811787880.1581659394,Krasnodar,-,-,-
GA1.2.1811787880.1581659394,Krasnodar,-,-,-
GA1.2.183277856.1580320365,Krasnodar,,0,
GA1.2.1840291554.1581781450,Krasnodar,1,1,1
GA1.2.1853668686.1581236940,Krasnodar,,0,
GA1.2.1887473700.1581093460,Krasnodar,-,-,-
GA1.2.1888173356.1581628219,Krasnodar,-,-,-
GA1.2.1892667290.1546616676,Krasnodar,1,1,0
GA1.2.1904081681.1578397440,Krasnodar,0,1,
GA1.2.1938104551.1516794547,Krasnodar,-,-,-
GA1.2.1953750235.1578594632,Krasnodar,-,-,-
GA1.2.1955747302.1580245817,Krasnodar,0,1,
GA1.2.196437641.1576521658,Krasnodar,,0,
GA1.2.1968513877.1581267240,Krasnodar,-,-,-
GA1.2.1971313171.1578730721,Krasnodar,-,-,-
GA1.2.1975337789.1580050495,Krasnodar,-,-,-
GA1.2.1995796179.1578082552,Krasnodar,-,-,-
GA1.2.1995796179.1578082552,Krasnodar,,0,
GA1.2.2002911972.1581424967,Krasnodar,-,-,-
GA1.2.2009471120.1563700166,Krasnodar,-,-,-
GA1.2.2026305002.1578597030,Krasnodar,-,-,-
GA1.2.2086678271.1578687244,Krasnodar,,0,
GA1.2.2094995282.1581621572,Krasnodar,-,-,-
GA1.2.2117146283.1580800648,Krasnodar,-,-,-
GA1.2.2127184444.1580571627,Krasnodar,1,1,1
GA1.2.2136608864.1561659719,Krasnodar,-,-,-
GA1.2.2143180885.1581517651,Krasnodar,-,-,-
GA1.2.223824027.1580187230,Krasnodar,-,-,-
GA1.2.234640536.1578494747,Krasnodar,,0,
GA1.2.246771305.1580304348,Krasnodar,-,-,-
GA1.2.248799755.1579698879,Krasnodar,-,-,-
GA1.2.255150820.1578590589,Krasnodar,-,-,-
GA1.2.279043485.1575388015,Krasnodar,0,1,
GA1.2.310594840.1579893509,Krasnodar,-,-,-
GA1.2.326208581.1577953789,Krasnodar,,0,
GA1.2.3397015.1579455298,Krasnodar,-,-,-
GA1.2.36177671.1578912672,Krasnodar,,0,
GA1.2.36444134.1577876899,Krasnodar,,0,
GA1.2.373352812.1577694258,Krasnodar,,0,
GA1.2.407096201.1580496427,Krasnodar,-,-,-
GA1.2.428187400.1578064947,Krasnodar,,0,
GA1.2.434173974.1578301725,Krasnodar,-,-,-
GA1.2.436879576.1578927320,Krasnodar,,0,
GA1.2.456659069.1579965208,Krasnodar,-,-,-
GA1.2.460565454.1580919813,Krasnodar,,0,
GA1.2.467290025.1578641669,Krasnodar,-,-,-
GA1.2.483231582.1579507244,Krasnodar,1,1,0
GA1.2.495419076.1562149554,Krasnodar,-,-,-
GA1.2.500660516.1580160617,Krasnodar,-,-,-
GA1.2.538374793.1578774195,Krasnodar,-,-,-
GA1.2.541522739.1580990575,Krasnodar,-,-,-
GA1.2.542238967.1579721996,Krasnodar,,0,
GA1.2.576109057.1580626572,Krasnodar,-,-,-
GA1.2.630655103.1579013535,Krasnodar,,0,
GA1.2.65463363.1578084696,Krasnodar,,0,
GA1.2.665416296.1580748997,Krasnodar,1,1,0
GA1.2.669923874.1495443604,Krasnodar,,0,
GA1.2.713125638.1579690722,Krasnodar,0,1,
GA1.2.713125638.1579690722,Krasnodar,-,-,-
GA1.2.713732237.1561720439,Krasnodar,-,-,-
GA1.2.735935782.1580231792,Krasnodar,1,1,0
GA1.2.760341337.1581486023,Krasnodar,-,-,-
GA1.2.762794544.1579108145,Krasnodar,,0,
GA1.2.782350913.1562273279,Krasnodar,-,-,-
GA1.2.801170792.1580061569,Krasnodar,0,1,
GA1.2.802214365.1578421701,Krasnodar,-,-,-
GA1.2.802439119.1580023791,Krasnodar,,0,
GA1.2.811897596.1578684781,Krasnodar,,0,
GA1.2.829122032.1580145775,Krasnodar,-,-,-
GA1.2.836314059.1568397920,Krasnodar,1,1,0
GA1.2.845147918.1579720649,Krasnodar,-,-,-
GA1.2.852157027.1579537462,Krasnodar,1,1,1
GA1.2.91389964.1576675259,Krasnodar,,0,
GA1.2.92282674.1581706517,Krasnodar,-,-,-
GA1.2.927109104.1578119746,Krasnodar,,0,
GA1.2.928433133.1581789656,Krasnodar,,0,
GA1.2.935350490.1578284466,Krasnodar,1,1,0
GA1.2.969149227.1578909461,Krasnodar,-,-,-
GA1.2.986856651.1581783565,Krasnodar,-,-,-
GA1.2.1017009559.1575507808,Krasnodar,1,1,1
GA1.2.1045914662.1577377105,Krasnodar,1,1,0
GA1.2.108853732.1574435120,Krasnodar,-,-,-
GA1.2.1089811282.1579207175,Krasnodar,-,-,-
GA1.2.1317585648.1578004592,Krasnodar,0,1,
GA1.2.1387428181.1549013774,Krasnodar,1,1,1
GA1.2.1401542953.1581872153,Krasnodar,0,1,
GA1.2.1403108360.1581523627,Krasnodar,,0,
GA1.2.142949617.1579180679,Krasnodar,1,1,0
GA1.2.1477947641.1579786887,Krasnodar,0,1,
GA1.2.1574379824.1581259576,Krasnodar,-,-,-
GA1.2.1633577603.1579770618,Krasnodar,-,-,-
GA1.2.1641241026.1578734317,Krasnodar,,0,
GA1.2.1670396459.1579172046,Krasnodar,-,-,-
GA1.2.174309004.1580675115,Krasnodar,-,-,-
GA1.2.1767836563.1581537029,Krasnodar,-,-,-
GA1.2.1790775515.1579767433,Krasnodar,-,-,-
GA1.2.1861482798.1579603691,Krasnodar,-,-,-
GA1.2.2049214246.1524150229,Krasnodar,-,-,-
GA1.2.205381962.1578406136,Krasnodar,-,-,-
GA1.2.2109158929.1579103357,Krasnodar,-,-,-
GA1.2.2127544126.1581855455,Krasnodar,-,-,-
GA1.2.222433017.1578762588,Krasnodar,,0,
GA1.2.262811349.1578754230,Krasnodar,-,-,-
GA1.2.315262926.1580671937,Krasnodar,,0,
GA1.2.319082088.1581012220,Krasnodar,-,-,-
GA1.2.401247883.1577291604,Krasnodar,-,-,-
GA1.2.408102521.1578346111,Krasnodar,,0,
GA1.2.438680866.1572517702,Krasnodar,-,-,-
GA1.2.461064988.1570813744,Krasnodar,0,1,
GA1.2.483231582.1579507244,Krasnodar,-,-,-
GA1.2.573666332.1579274679,Krasnodar,-,-,-
GA1.2.601752679.1581501502,Krasnodar,-,-,-
GA1.2.660734494.1578821092,Krasnodar,-,-,-
GA1.2.744964443.1578519661,Krasnodar,,0,
GA1.2.745821351.1580083523,Krasnodar,-,-,-
GA1.2.815812897.1581181468,Krasnodar,,0,
GA1.2.830564454.1577936995,Krasnodar,,0,
GA1.2.951413824.1574410777,Krasnodar,-,-,-
GA1.2.1014476820.1577992119,Krasnodar,1,1,1
GA1.2.1023652805.1577024738,Krasnodar,-,-,-
GA1.2.1103647015.1581696917,Krasnodar,,0,
GA1.2.1112926153.1558528076,Krasnodar,1,1,0
GA1.2.1136194693.1578588281,Krasnodar,-,-,-
GA1.2.1200077580.1569173140,Krasnodar,-,-,-
GA1.2.1280441271.1581061922,Krasnodar,-,-,-
GA1.2.1280787862.1580035572,Krasnodar,,0,
GA1.2.1330839078.1581757522,Krasnodar,-,-,-
GA1.2.1387428181.1549013774,Krasnodar,-,-,-
GA1.2.1444417805.1579793414,Krasnodar,-,-,-
GA1.2.147521826.1578420277,Krasnodar,1,1,1
GA1.2.1524563544.1578039360,Krasnodar,-,-,-
GA1.2.1533058422.1578477169,Krasnodar,-,-,-
GA1.2.1646465172.1578836398,Krasnodar,-,-,-
GA1.2.1692891546.1580229500,Krasnodar,0,1,
GA1.2.1927820079.1581436683,Krasnodar,-,-,-
GA1.2.2127776068.1578410359,Krasnodar,,0,
GA1.2.300391522.1580668090,Krasnodar,-,-,-
GA1.2.492715448.1581241380,Krasnodar,,0,
GA1.2.700629821.1579775594,Krasnodar,-,-,-
GA1.2.703436529.1578152137,Krasnodar,-,-,-
GA1.2.863213337.1581069621,Krasnodar,-,-,-
GA1.2.902691999.1581870892,Krasnodar,,0,
GA1.2.904012836.1579550278,Krasnodar,-,-,-
GA1.2.911775765.1580308934,Krasnodar,-,-,-
GA1.2.919241791.1580189543,Krasnodar,0,1,
GA1.2.961967560.1549952700,Krasnodar,0,1,
GA1.2.992000494.1579011033,Krasnodar,-,-,-
GA1.2.1029804865.1564433240,Krasnodar,-,-,-
GA1.2.108853732.1574435120,Krasnodar,-,-,-
GA1.2.1093063136.1562095863,Krasnodar,0,1,
GA1.2.1214320770.1579678630,Krasnodar,0,1,
GA1.2.1273496930.1574758200,Krasnodar,-,-,-
GA1.2.1291896716.1581339660,Krasnodar,-,-,-
GA1.2.1358159018.1578353281,Krasnodar,-,-,-
GA1.2.1373832288.1579040857,Krasnodar,-,-,-
GA1.2.1437489718.1579556803,Krasnodar,,0,
GA1.2.1498497233.1581795493,Krasnodar,0,1,
GA1.2.1506478417.1575810251,Krasnodar,-,-,-
GA1.2.1522698158.1578488475,Krasnodar,,0,
GA1.2.1694693369.1581401840,Krasnodar,1,1,0
GA1.2.1804749286.1575469394,Krasnodar,0,1,
GA1.2.187289896.1580719591,Krasnodar,-,-,-
GA1.2.1938104551.1516794547,Krasnodar,-,-,-
GA1.2.198156147.1581006393,Krasnodar,,0,
GA1.2.2045539525.1575466899,Krasnodar,,0,
GA1.2.212943561.1574338650,Krasnodar,-,-,-
GA1.2.212943561.1574338650,Krasnodar,-,-,-
GA1.2.340362664.1581373102,Krasnodar,-,-,-
GA1.2.471218353.1577969948,Krasnodar,-,-,-
GA1.2.475395554.1578418378,Krasnodar,,0,
GA1.2.490810219.1580760007,Krasnodar,,0,
GA1.2.524849957.1580325948,Krasnodar,,0,
GA1.2.66724646.1581712182,Krasnodar,-,-,-
GA1.2.703850405.1581328238,Krasnodar,-,-,-
GA1.2.708306176.1572497119,Krasnodar,-,-,-
GA1.2.7131007.1559364455,Krasnodar,-,-,-
GA1.2.724941120.1580158501,Krasnodar,,0,
GA1.2.831391484.1580727774,Krasnodar,0,1,
GA1.2.837313775.1579902515,Krasnodar,-,-,-
GA1.2.853156242.1581051550,Krasnodar,1,1,0
GA1.2.879925715.1579086323,Krasnodar,0,1,
GA1.2.975710023.1581662089,Krasnodar,-,-,-
GA1.2.1007918843.1577789339,Krasnodar,-,-,-
GA1.2.106754183.1581603677,Krasnodar,,0,
GA1.2.109342411.1579796875,Krasnodar,1,1,1
GA1.2.1201603761.1571469030,Krasnodar,0,1,
GA1.2.1220648475.1581363489,Krasnodar,,0,
GA1.2.1238201865.1581445275,Krasnodar,-,-,-
GA1.2.1509636545.1577118309,Krasnodar,-,-,-
GA1.2.1521198197.1520433353,Krasnodar,-,-,-
GA1.2.1523098519.1578097312,Krasnodar,-,-,-
GA1.2.1535508405.1581942084,Krasnodar,-,-,-
GA1.2.1579522305.1558969151,Krasnodar,-,-,-
GA1.2.1624745792.1578681658,Krasnodar,,0,
GA1.2.1804042609.1581616146,Krasnodar,1,1,0
GA1.2.1844825669.1580067754,Krasnodar,,0,
GA1.2.1869818389.1579970904,Krasnodar,-,-,-
GA1.2.1955843280.1579711550,Krasnodar,0,1,
GA1.2.2001690938.1551169612,Krasnodar,,0,
GA1.2.262159585.1578148946,Krasnodar,,0,
